lakeid,sta,sampledate,andate,coreid,top_bottom,species_name,head_size,head_size_units_to_mm,,
myv,33,2013-07-27,2013-07-28,2,0,or,7,55,,
myv,33,2013-07-27,2013-07-28,2,0,or,7,55,,
myv,33,2013-07-27,2013-07-28,2,0,or,7,55,,
myv,33,2013-07-27,2013-07-28,2,0,or,14,55,,
myv,33,2013-07-27,2013-07-28,2,0,or,7,55,,
myv,33,2013-07-27,2013-07-28,2,0,or,7,55,,
myv,33,2013-07-27,2013-07-28,2,0,or,6,55,,
myv,33,2013-07-27,2013-07-28,2,0,or,7,55,,
myv,33,2013-07-27,2013-07-28,2,0,or,13,55,,
myv,33,2013-07-27,2013-07-28,3,0,tt,6,55,,
myv,33,2013-07-27,2013-07-28,3,0,tt,14,55,,
myv,33,2013-07-27,2013-07-28,3,0,tt,7,55,,
myv,33,2013-07-27,2013-07-28,3,0,tt,4,55,,
myv,33,2013-07-27,2013-07-28,3,0,tt,16,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,10,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,16,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,20,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,10,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,13,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,13,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,16,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,16,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,25,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,13,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,7,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,0,ch,20,55,,
myv,33,2013-07-27,2013-07-28,3,0,tp,16,55,,
myv,33,2013-07-27,2013-07-28,3,0,tp,16,55,,
myv,33,2013-07-27,2013-07-28,3,0,or,12,55,,
myv,33,2013-07-27,2013-07-28,4,0,tt,6,55,,
myv,33,2013-07-27,2013-07-28,4,0,tt,9,55,,
myv,33,2013-07-27,2013-07-28,4,0,tt,6,55,,
myv,33,2013-07-27,2013-07-28,4,0,tt,6,55,,
myv,33,2013-07-27,2013-07-28,4,0,tt,10,55,,
myv,33,2013-07-27,2013-07-28,4,0,tt,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,tt,14,55,,
myv,33,2013-07-27,2013-07-28,4,0,tt,14,55,,
myv,33,2013-07-27,2013-07-28,4,0,tt,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,tt,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,20,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,10,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,10,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,13,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,20,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,20,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,20,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,16,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,20,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,26,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,0,tp,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,tt,15,55,,
myv,33,2013-07-27,2013-07-28,5,0,tt,6,55,,
myv,33,2013-07-27,2013-07-28,5,0,tt,6,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,8,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,13,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,16,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,13,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,15,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,14,55,,
myv,33,2013-07-27,2013-07-28,5,0,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,0,tp,19,55,,
myv,33,2013-07-27,2013-07-28,5,0,tp,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,30,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,30,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,16,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,17,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,33,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,13,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,15,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,17,55,,
myv,33,2013-07-27,2013-07-28,1,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,2,1,tt,10,55,,
myv,33,2013-07-27,2013-07-28,2,1,tt,23,55,,
myv,33,2013-07-27,2013-07-28,2,1,tt,9,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,16,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,30,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,16,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,35,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,17,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,31,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,31,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,25,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,2,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,2,1,tp,16,55,,
myv,33,2013-07-27,2013-07-28,2,1,tp,9,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,12,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,12,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,12,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,22,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,21,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,13,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,21,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,7,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,12,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,12,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,12,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,12,55,,
myv,33,2013-07-27,2013-07-28,2,1,or,21,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,13,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,15,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,24,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,10,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,32,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,17,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,17,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,21,55,,
myv,33,2013-07-27,2013-07-28,3,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,3,1,or,21,55,,
myv,33,2013-07-27,2013-07-28,3,1,or,17,55,,
myv,33,2013-07-27,2013-07-28,4,1,tt,15,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,29,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,17,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,28,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,9,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,21,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,17,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,4,1,ch,31,55,,
myv,33,2013-07-27,2013-07-28,4,1,or,20,55,,
myv,33,2013-07-27,2013-07-28,4,1,or,22,55,,
myv,33,2013-07-27,2013-07-28,5,1,tt,15,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,29,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,16,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,15,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,17,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,20,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,19,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,14,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
myv,33,2013-07-27,2013-07-28,5,1,ch,18,55,,
